product_id	name	spotify_url	apple_music_url	youtube_music_url	line_music_url
0201	東方紅魔郷　～ the Embodiment of Scarlet Devil.	https://open.spotify.com/album/0jxiipQzJFK79TMLZCRIZ6	https://music.apple.com/jp/album/touhou-koumakyo-the-embodiment-of-scarlet/1581515718	https://music.youtube.com/browse/MPREb_XMjE3lcSqua	https://music.line.me/webapp/album/mb0000000002341c64
0202	東方妖々夢　～ Perfect Cherry Blossom.	https://open.spotify.com/album/1XgoF1ZhpTOE6j53H64u3P	https://music.apple.com/jp/album/touhou-yoyomu-perfect-cherry-blossm-soundtrack/1581515810	https://music.youtube.com/browse/MPREb_A2ah4mkBpVy	https://music.line.me/webapp/album/mb0000000002341c66
0204	東方永夜抄　～ Imperishable Night.	https://open.spotify.com/album/1A8UnhX0sHY6RX6FEdY6BF	https://music.apple.com/jp/album/touhou-eiyasho-imperishable-night-soundtrack/1581516007	https://music.youtube.com/browse/MPREb_14adRxLdgks	https://music.line.me/webapp/album/mb0000000002341c68
0205	東方花映塚　～ Phantasmagoria of Flower View.	https://open.spotify.com/album/0WPNOS97NDynqWkiH0vQAB	https://music.apple.com/jp/album/touhou-kaeizuka-phantasmagoria-of-flower-view-soundtrack/1581515970	https://music.youtube.com/browse/MPREb_cZg1Tv1QAwr	https://music.line.me/webapp/album/mb0000000002341c67
0206	東方文花帖　～ Shoot The Bullet.	https://open.spotify.com/album/2NHbIdnkPEbGI6KBcxDvc8	https://music.apple.com/jp/album/touhou-bunkacho-shoot-the-bullet-soundtrack-ep/1581516218	https://music.youtube.com/browse/MPREb_0lEWAlpySvT	https://music.line.me/webapp/album/mb0000000002341c63
0207	東方風神録　～ Mountain of Faith.	https://open.spotify.com/album/4MzXCSY1hEFvM0oEEYK5nS	https://music.apple.com/jp/album/touhou-fujinroku-mountain-of-faith-soundtrack/1581516002	https://music.youtube.com/browse/MPREb_Ydj2xvSuy8Y	https://music.line.me/webapp/album/mb0000000002341c65
0209	東方地霊殿　～ Subterranean Animism.	https://open.spotify.com/album/7AFBU5JmBeo2rCUf0J9Apf	https://music.apple.com/jp/album/touhou-chireiden-subterranean-animism-soundtrack/1581358327	https://music.youtube.com/browse/MPREb_fQVGTLr9tKy	https://music.line.me/webapp/album/mb0000000002341628
0210	東方星蓮船　～ Undefined Fantastic Object.	https://open.spotify.com/album/7q31E6C8SK3sCWtJyh19yW	https://music.apple.com/jp/album/touhou-seirensen-undefined-fantastic-object-soundtrack/1581358392	https://music.youtube.com/browse/MPREb_4teuPQJndJE	https://music.line.me/webapp/album/mb0000000002341639
0212	ダブルスポイラー　～ 東方文花帖	https://open.spotify.com/album/45m4c4p7krREOipzgs4RBj	https://music.apple.com/jp/album/double-spoiler-touhou-bunkacho-soundtrack-ep/1581358731	https://music.youtube.com/browse/MPREb_h8dYZynZ3B2	https://music.line.me/webapp/album/mb000000000234161f
0213	妖精大戦争　～ 東方三月精	https://open.spotify.com/album/4dnoRJn1qmJSMVFiFpXLb5	https://music.apple.com/jp/album/yosei-daisenso-touhou-sangetsusei-soundtrack/1581358610	https://music.youtube.com/browse/MPREb_7Y9WrK2W0k1	https://music.line.me/webapp/album/mb000000000234163f
0214	東方神霊廟　～ Ten Desires.	https://open.spotify.com/album/47EgKl500caMQL1Iclcic4	https://music.apple.com/jp/album/touhou-shinreibyo-ten-desires-soundtrack/1581358516	https://music.youtube.com/browse/MPREb_Ej0v3b0Ov1d	https://music.line.me/webapp/album/mb000000000234168a
0216	東方輝針城　～ Double Dealing Character.	https://open.spotify.com/album/4qblDTZMOKnrWUdxQxVeYx	https://music.apple.com/jp/album/touhou-kishinjo-double-dealing-character-soundtrack/1581358500	https://music.youtube.com/browse/MPREb_3nYlCkdORVi	https://music.line.me/webapp/album/mb0000000002341646
0217	弾幕アマノジャク　～ Impossible Spell Card.	https://open.spotify.com/album/1NvDYkCpt2w7iuAqqPizgz	https://music.apple.com/jp/album/dammaku-amanojaku-impossible-spell-card-soundtrack/1580546948	https://music.youtube.com/browse/MPREb_PfU64FWTnBp	https://music.line.me/webapp/album/mb000000000233b26f
0219	東方紺珠伝　～ Legacy of Lunatic Kingdom.	https://open.spotify.com/album/4op1gv93yTE0P0GrefYuve	https://music.apple.com/jp/album/touhou-kanjuden-legacy-of-lunatic-kingdom-soundtrack/1580546134	https://music.youtube.com/browse/MPREb_Fb2JXW4FmzS	https://music.line.me/webapp/album/mb000000000233b28f
0221	東方天空璋　～ Hidden Star in Four Seasons.	https://open.spotify.com/album/1sJ57EwRGGpecCayQzVyGt	https://music.apple.com/jp/album/touhou-tenkusho-hidden-star-in-four-seasons-soundtrack/1580546533	https://music.youtube.com/browse/MPREb_PYcshExFXEq	https://music.line.me/webapp/album/mb000000000233b27b
0222	秘封ナイトメアダイアリー　～ Violet Detector.	https://open.spotify.com/album/5vzNFOIy5060JqNeAmoAW4	https://music.apple.com/jp/album/hifu-nightmare-diary-violet-detector-soundtrack/1580546929	https://music.youtube.com/browse/MPREb_2ncTiesS74b	https://music.line.me/webapp/album/mb000000000233b26c
0223	東方鬼形獣　～ Wily Beast and Weakest Creature.	https://open.spotify.com/album/0tBN1lU9HkQDx0gGMsLZCX	https://music.apple.com/jp/album/touhou-kikeiju-wily-beast-and-weakest-creature-soundtrack/1580546747	https://music.youtube.com/browse/MPREb_T4Tw6zmBMwp	https://music.line.me/webapp/album/mb000000000233b27d
0225	東方虹龍洞　～ Unconnected Marketeers.	https://open.spotify.com/album/3LQ075sqltwOE5uLuuUjqq	https://music.apple.com/jp/album/touhou-koryudo-unconnected-marketeers-soundtrack/1580546778	https://music.youtube.com/browse/MPREb_j7sFCtPeyua	https://music.line.me/webapp/album/mb000000000233b27c
0301	蓬莱人形 ～ Dolls in Pseudo Paradise.	https://open.spotify.com/album/7j8nEG9J42eBQNPkgnIect	https://music.apple.com/jp/album/dolls-in-pseudo-paradise/1437764534	https://music.youtube.com/browse/MPREb_nKdtnslKzjU	https://music.line.me/webapp/album/mb000000000228deb8
0302	蓮台野夜行　～ Ghostly Field Club	https://open.spotify.com/album/0WmIQBKl2XP3l2rSxQ6CPc	https://music.apple.com/jp/album/rendainoyako/1437764350	https://music.youtube.com/browse/MPREb_QOiDgf6VHPx	https://music.line.me/webapp/album/mb000000000228de86
0303	夢違科学世紀　～ Changeability of Strange Dream	https://open.spotify.com/album/42hJelluOjwt9Ijes2UXKH	https://music.apple.com/jp/album/yumetagaekagakuseiki/1437764720	https://music.youtube.com/browse/MPREb_NGj9d66biwO	https://music.line.me/webapp/album/mb000000000228de83
0304	卯酉東海道　～ Retrospective 53 minutes	https://open.spotify.com/album/1h1ri4sAJx6N8ONpz1MYgk	https://music.apple.com/jp/album/boyutokaido/1437764407	https://music.youtube.com/browse/MPREb_I56txR2zRP9	https://music.line.me/webapp/album/mb000000000228de88
0305	大空魔術　～ Magical Astronomy	https://open.spotify.com/album/13cxBCNkgj8cqQeMSIgTrk	https://music.apple.com/jp/album/ozoramajutsu/1437764339	https://music.youtube.com/browse/MPREb_xlLjH7uRR9k	https://music.line.me/webapp/album/mb000000000228deb4
0306	未知の花　魅知の旅	https://open.spotify.com/album/0ZKOLgSewLImgkTo7sdcxh	https://music.apple.com/jp/album/michinohana-michinotabi-single/1437763278	https://music.youtube.com/browse/MPREb_xLBfyvYTMWn	https://music.line.me/webapp/album/mb000000000228de51
0307	鳥船遺跡　～ Trojan Green Asteroid	https://open.spotify.com/album/3q4jWYFrauJnoLJORcxqy9	https://music.apple.com/jp/album/torifuneiseki/1437765163	https://music.youtube.com/browse/MPREb_RioJmIxIcee	https://music.line.me/webapp/album/mb000000000228deb1
